"306","-74.1303329","4.6213198","0.00","0.00","0.00","2022-11-21 19:00:02"
"307","-74.1303329","4.6213202","0.00","0.00","0.00","2022-11-21 19:00:23"
"308","-74.1303253","4.6213231","0.00","0.00","0.00","2022-11-21 19:00:46"
"309","-74.1303253","4.6213174","0.00","0.00","0.00","2022-11-21 19:01:07"
"310","-74.1303177","4.6213136","0.00","0.00","0.00","2022-11-21 19:01:29"
"311","-74.1303177","4.6213078","0.00","0.00","0.00","2022-11-21 19:01:50"
"312","-74.1303177","4.6213193","0.00","0.00","0.00","2022-11-21 19:02:14"
"313","-74.1303177","4.6213183","0.00","0.00","0.00","2022-11-21 19:02:37"
"314","-74.1303329","4.6213183","0.00","0.00","0.00","2022-11-21 19:02:58"
"315","-74.1303253","4.6213250","0.00","0.00","0.00","2022-11-21 19:03:18"
"316","-74.1303253","4.6213274","0.00","0.00","0.00","2022-11-21 19:03:39"
"317","-74.1303253","4.6213207","0.00","0.00","0.00","2022-11-21 19:04:01"
"318","-74.1303329","4.6213255","0.00","0.00","0.00","2022-11-21 19:04:24"
"319","-74.1303253","4.6213179","0.00","0.00","0.00","2022-11-21 19:04:46"
"320","-74.1303329","4.6213231","0.00","0.00","0.00","2022-11-21 19:05:07"
"321","-74.1303406","4.6213193","0.00","0.00","0.00","2022-11-21 19:05:28"
"322","-74.1303406","4.6213145","0.00","0.00","0.00","2022-11-21 19:05:48"
"323","-74.1303253","4.6213226","0.00","0.00","0.00","2022-11-21 19:06:09"
"324","-74.1303253","4.6213193","0.00","0.00","0.00","2022-11-21 19:08:33"
"325","-74.1303329","4.6213198","0.00","0.00","0.00","2022-11-21 19:08:54"
"326","-74.1303329","4.6213207","0.00","0.00","0.00","2022-11-21 19:09:14"
"327","-74.1303329","4.6213250","0.00","0.00","0.00","2022-11-21 19:09:35"
"328","-74.1303329","4.6213322","0.00","0.00","0.00","2022-11-21 19:09:55"
"329","-74.1303329","4.6213179","0.00","0.00","0.00","2022-11-21 19:10:16"
"330","-74.1303253","4.6213145","0.00","0.00","0.00","2022-11-21 19:10:35"
"331","-74.1303406","4.6213136","0.00","0.00","0.00","2022-11-21 19:10:55"
"332","-74.1303406","4.6213131","0.00","0.00","0.00","2022-11-21 19:11:16"
